,MVO,MinVar,BL-Momentum,BL-Hardcoded,RiskParity,SPY
2020-03-31,-0.17339320240910913,-0.07702654329321235,-0.13274699601542753,-0.1293996745942734,-0.12115096247294156,-0.12660765158331988
2020-04-30,0.01413881576803453,0.003253853802839328,-0.02658100841569212,-0.0032737312774183524,-0.005011015211193865,0.0015592616735828901
2020-05-31,0.0041798552306800746,0.04049195186586485,0.0824688971793209,0.05478443728223811,0.034828833340077706,0.05225974495617902
2020-06-30,0.01605744990009112,0.03483587637750574,0.06290310654829642,0.039114488589115266,0.03578225731625336,0.00989309515575032
2020-07-31,-0.08449210965621484,-0.0242191246874377,-0.0032706218337991244,-0.02270249160265091,-0.04272736902503695,-0.0331669378807985
2020-08-31,-0.02371336982706663,0.026970532454631213,-0.025464709653434614,-0.022771611134769408,-0.006500873340637235,-0.003515207596966885
2020-09-30,0.02277182207733718,-0.007347653486834748,0.0710898986153644,0.016312647864005582,0.01274800358276293,0.004252321788574376
2020-10-31,0.067407158139216,0.06343824098399076,0.12309897497978185,0.10674884391981598,0.09500497475859694,0.11227400881638427
2020-11-30,0.020659831305197517,0.01404035877510602,0.053600629850687705,0.058536760820181874,0.05070472820431583,0.07561051692819021
2020-12-31,-0.029842678896786462,-0.0006789298558848066,-0.018695698415209856,-0.049155826919675905,-0.015857508863761447,-0.0022060672622515876
2021-01-31,0.00354297026530637,0.007706280995756655,0.043838222896997125,0.008171796020438863,0.012050905929954392,0.0159636334829949
2021-02-28,-0.06780503145886113,-0.03969880262263731,-0.06343296805786024,-0.02569038297726044,-0.03495437001496932,-0.03243011744631452
2021-03-31,0.004410635072755241,0.00024657012636985094,0.004410635072755232,-0.016812132273316776,-0.01979382709539398,-0.03256737580786617
2021-04-30,0.005069333148228122,0.028640825005358916,-0.027462126046853292,0.010069342961590667,0.013632269123593428,0.012901847341658668
2021-05-31,-0.01615744415021731,-0.02576967943361408,-0.03194751076827404,-0.043216991504762256,-0.03310749873968841,-0.04455480690319713
2021-06-30,-0.11128105851335593,-0.049729491874526355,-0.10003961688232926,-0.12053972562223271,-0.08828576652871849,-0.09406189569411882
2021-07-31,0.030765722777454537,0.02876736279494163,0.06504175425399085,0.03828261883216283,0.036359661924627106,0.0470590199089429
2021-08-31,-0.03891139643639484,-0.030371451535799628,-0.037602095996925246,-0.07487253447810288,-0.06450177794297435,-0.05557723026730799
2021-09-30,0.05618263519576238,0.003145208892236413,0.03013965526164907,0.030504509199488574,0.026489210104631688,0.031138583579702006
2021-10-31,0.06752006639802956,0.04929306711332182,0.08676846392955695,0.08061737576185544,0.05128601073302573,0.04606617764672882
2021-11-30,-0.1191608520846413,-0.08263415289241532,-0.1109635784085284,-0.0739257175301563,-0.0928160545253498,-0.08495386414705397
2021-12-31,0.08529383244020976,0.02773524831285501,0.046493902494516175,0.0695209888803903,0.061763405158755606,0.06850036231263279
2022-01-31,-0.03667356125703455,-0.01118526042162099,-0.012353296660670204,-0.06625354388554162,-0.04090735809987039,-0.03660351441849097
2022-02-28,0.12820791974555784,0.08268671456843268,0.12794920150961683,0.15326267290955156,0.11337631325623868,0.11712858981323704
2022-03-31,0.00032194538878191375,-0.006018316709716587,-0.020218741427699593,0.04543745244885445,0.0055265170213331495,0.007115378053544674
2022-04-30,-0.012855038344954172,0.041916163325984135,0.057884721334697194,0.054486320734215395,0.03695670650295967,0.03873173947759523
2022-05-31,0.12776370350451124,0.0654425053634411,0.09991422946956212,0.1119619314650665,0.08732834160543278,0.09615316758123726
2022-06-30,-0.05785274389470953,-0.05163327216091668,-0.07414843508084037,-0.09832704087030157,-0.057457194271348086,-0.06407330225760843
2022-07-31,0.026206721678794283,0.023773272765361453,0.04748468184077369,0.03090622130401668,0.008575351324919584,0.015861037757069596
2022-08-31,0.04759820574502581,0.014674494108436242,0.05018616998536053,0.046968306902537255,0.014736787450966956,0.01886447387325174
2022-09-30,-0.026225528014757905,-0.03422520867706047,-0.010311136453119955,-0.025962025830203024,-0.0517130841746429,-0.03435976162917975
2022-10-31,0.022872925887443364,0.04042838409405636,0.015586721345266223,0.011081680747771295,0.009323499940601786,0.011400658131735852
2022-11-30,0.054591217438684704,0.07226083689354523,0.07367768096221249,0.06222689716407744,0.052017908303679056,0.046113275997047065
2022-12-31,-0.03278765986482304,0.0060888268772716315,-0.017146887979006563,-0.018607848118066133,-0.01026368263679646,-0.02037444348884465
2023-01-31,0.0820221229747721,0.05475571324596174,0.06532419591531625,0.0653834370227503,0.06837453869020946,0.05903544156560181
2023-02-28,-0.02270301852370208,-0.011207360651897813,-0.04719407324512855,-0.027677299591449604,-0.013491523819983002,0.0052756775228717245
2023-03-31,0.01693001214128817,0.018308309769819325,0.04097325144082979,0.04629225405093279,0.04317651290387909,0.0522609615010623
2023-04-30,0.022129860675210947,0.03044084758658004,-0.01668373441152254,0.036497614276326966,0.03205355775043814,0.0237506314170699
2023-05-31,-0.056842738074806186,-0.03796881099081878,-0.0608680637234861,-0.0623981957920215,-0.058623497664523114,-0.07087898162787709
2023-06-30,-0.07354556474463443,-0.02972430513468017,-0.06616575205364446,-0.01476457429815937,-0.02283949707293787,-0.03213426254504337
2023-07-31,0.012922330281938543,0.017489971826897804,0.007215553223275607,0.016839127959268344,0.01078321959889885,0.00272337768779507
2023-08-31,0.05519063741779017,0.07204951151483341,0.057247817618941946,0.06324263014262207,0.0709494508301349,0.07304685519723875
2023-09-30,0.014348832188426976,0.0012340837018750329,-0.01303792081089904,-0.00017569003397168795,-6.638756004689298e-05,-0.0023994150822280735
2023-10-31,0.014973552472510948,-0.004701637417091767,0.04510612144316585,0.03913444490973173,0.025180940359003232,0.015172804053677602
2023-11-30,-0.05675767247419364,-0.05273586236537617,-0.047412157053515015,-0.06367060901882195,-0.05844213163438829,-0.056749425033797984
2023-12-31,0.046885960468301215,0.03563452158643207,0.0845691622321713,0.07347533181882542,0.044889100327526396,0.04753362666968197
2024-01-31,-0.02427464108717822,0.01982691548639673,0.017392678949110844,0.01038940462952532,0.005106135220356985,0.0038582466568986007
2024-02-29,0.0259061081073282,-0.002144049001298046,0.04213180827229403,0.039886476186434656,0.027913640699872025,0.02083063139524577
2024-03-31,-0.02765720831052908,-0.050579113811090225,-0.06388862411220111,-0.07027711526436094,-0.06321613367002799,-0.057076538617851225
2024-04-30,-0.020867344212076182,-0.05184468342927992,-0.07895561058089134,-0.01852084129427574,-0.027811876461035088,-0.005813406624946782
2024-05-31,0.07002169110509729,0.01719614068018312,0.045291960103567175,0.05979830083675274,0.04409899413870863,0.05823465793522842
2024-06-30,-0.05270722959059565,-0.0053501598333243194,-0.015273106908851145,-0.0268728238626186,-0.030726528376480433,-0.035628937142828554
2024-07-31,0.08896447814861634,0.03924488912534441,0.08493019439907269,0.09571712949501014,0.090693769556664,0.06701746323924151
2024-08-31,-0.004387488909295897,-0.0030315859238540005,-0.0095115046591822,-0.0008246756557800489,-0.0006938046070823485,-0.0005893419228560903
2024-09-30,-0.022388828336183126,0.023959868006419915,-0.021471585446103874,-0.03321420626342392,0.0037988510242112188,-0.013795750708597398
2024-10-31,0.027144904754829884,0.00201470477370293,0.0259389488439728,0.011137317847106316,0.027916951418567787,0.024036305950846826
2024-11-30,0.11639393549351659,0.019712397069840404,0.10639681657175866,0.12536244643576014,0.0849111801570489,0.08330168537515381
2024-12-31,-0.03088952335538773,-0.04585854644262949,-0.03623670026056353,-0.014619477431949685,-0.02744378094801445,-0.020875521997383628
2025-01-31,-0.00885725581923767,-0.001578197908390148,-0.004672834595536742,-0.02494343602360228,-0.01977692929743459,-0.008045604022911768
2025-02-28,0.08691992137215432,0.058343094369442405,0.07171655986245297,0.08963140997788929,0.09117698834258543,0.10477792876831415
2025-03-31,0.0775008181570057,0.10827229452532727,0.0832268175678279,0.04791404877164908,0.08360646826179534,0.0644200980334173
2025-04-30,0.00527367959370566,-0.010456411779757925,0.003727663279655674,-0.0154609489229306,-0.010605479684305195,-0.015048461433066485
